comment_normalized	hate	spam	obscene	class
باوو چرا فیت نمیدید 😭	0	0	0	clean
سلام صبح بخیر به دوستان گلم	0	0	0	clean
بهمن اینجوری شم جذابه 🙂 💔	0	0	0	clean
دلمون برای جیران تنگ شدهه 😭	0	0	0	clean
جواهر واقعی شمایید 👦 👦 👩 👩	0	0	0	clean
شبیه مجید قصه های مجید بودی 😐	0	0	0	clean
😭 😭 دوستت دارم پهلوان الگوی منی	0	0	0	clean
دمت گرمحال میهن واقعا خوب نیست 😢	0	0	0	clean
درد بلات تو سر همه اخوندا وریا عزیز	0	0	0	clean
سلام سهمیه بنزین مرداد واریز شد یانه	0	0	0	clean
فقط واس عزا خوبید عزا گرم کنای خوبین	0	0	0	clean
ظلم هیچوقت پایدار نمیمونه صبر صبر صبر	0	0	0	clean
تروخدا قسمت جدید جیران رو بزارین 🙁 💔	0	0	0	clean
یا خدا میلیون لایک من وقتی لایک کردم فقط میلیون بود 😐 💔	0	0	0	clean
ارسال لاستیک مناسب خودروی شما به قیمت عمده	0	1	0	spam
شکستش بده	0	0	0	clean
صبح بخیر استاد	0	0	0	clean
پرستو جون عزیزی	0	0	0	clean
بسازید متهم گریخت 	0	0	0	clean
کاپیتان با شرافت 😭	0	0	0	clean
چه جوجه ای عشق باباش	0	0	0	clean
وریا سانسور شدنی نیست	0	0	0	clean
عزت و ذلت دست خداست ☝️	0	0	0	clean
😮 😮 وای عجب گریم خفنی	0	0	0	clean
دنیای اسب ها دنیای عجیبیه	0	0	0	clean
هر مادری لیاقت مادری ندارد	0	0	0	clean
ایکاش نگا نمیکردم فیلمو 😭	0	0	0	clean
ممنون که کنارمونی 🥺 🤌🏻 😭	0	0	0	clean
در طول سفر کوییز یادمون نمیره	0	0	0	clean
توایران شوخی شوخی جدی میشه 😐	0	0	0	clean
مگه معمولی غیر معمولی داریم 😬	0	0	0	clean
واقعا خیلی زحمت کشیدید ممنون 😐	0	0	0	clean
عزیزای دلم میشه فالوم کنید؟ 💔 💔	0	1	0	spam
سلام سهمیه بنزین من واریز نشده چرا	0	0	0	clean
سلام برای من سهمیه بنزین واریز نشده	0	0	0	clean
چقدشبیه مجید توی سریال مجیدهستین 😮	0	0	0	clean
حجاب پاپیونی طعنه فوق سنگینی بود 😂	0	0	0	clean
تروخدا اقای رادان کاری کنین 😭 🙃 💔	0	0	0	clean
چقدر ناراحت اقا امید شدم 😢 😢 گناه داشت 🥺 😭	0	0	0	clean
پیجم فروشیه خریدار دایرکت بگه قیمت مقطوع تومن مزاحم نیاد ک بلاک میکنم مرسی ❤	0	1	0	spam
ماچ نفرستید میاد بهتون تجاوز میکنه ها بعدش میره تو عربستان پول میگیره میگه زن هایی که محکوم به ازارن بمب و موشک نمیسازن	1	0	1	hateobscene
حراج پتو افرا به قیمت کارخانه ❤ ❤	0	1	0	spam
بی غیرت بیاد عکس نشون هم بدیم حال کنیم 💞 👅	0	1	1	spamobscene
رفع یبوست	0	1	0	spam
نقی هما 😮	0	0	0	clean
مهین پاینده	0	0	0	clean
صبح بخیر ایرانی	0	0	0	clean
چ فوتوشاپ قشنگی	0	0	0	clean
سلام صبح بخیر 😂	0	0	0	clean
ما اینو ندیدیم 😮	0	0	0	clean
ندیدیم کی پخش شد 😮	0	0	0	clean
اقا یاسر فیت چی شد 😐	0	0	0	clean
بلوچ و بلوچستان 💔 😔	0	0	0	clean
اخ بمیرم برای دل تنهات 😢	0	0	0	clean
چقدر جات خالیه مادرم 😭 🥺	0	0	0	clean
جانم لاله دمیده 😔 😔 💔 💔	0	0	0	clean
برای دیدن لبخند پدرم 🙂 💔 ✌🏾	0	0	0	clean
بلوچستان جمعه خونین بلوچ مظلوم	0	0	0	clean
چرا برای من سهمیه واریز نمیشه؟؟	0	0	0	clean
عالی فقط کاش کاغذ دیواری نبود 😮	0	0	0	clean
هی شانس نداریما 💔 استوریم گفتم چرا	0	0	0	clean
روح فرشته اسمانی شاد باوان تسلیت 😑 😐	0	0	0	clean
فقط تخفیف پرواز 😐 کسی چیزی برنده شده؟	0	0	0	clean
رعنا یا پرستوی حکومتی	1	0	1	hateobscene
خیلی دوست‌داشتنی وقیافه مهربونی دارین عزیزم	0	0	0	clean
خدایا خودت مردم با پیجم اشنا کن 😑 📿 👇🏻 👇🏻 👇🏻 👇🏻	0	1	0	spam
ممنون که دوباره خندوانه ساختیدخیلی خوب بودولی انرژی سابق رو نداشتیددیشباحساس کردم غمی دارید که پشت خنده هاتون مشخص بود	0	0	0	clean
صبح بخیر	0	0	0	clean
حالمون چطوره؟ عاالی 😭 😢	0	0	0	clean
متهم گریخت 	0	0	0	clean
داداشم یاس 😮	0	0	0	clean
بمیرم برای دل مادرش	0	0	0	clean
اخرش کی برنده شود؟ 😐	0	0	0	clean
بمیرم برای دل مادر 😢	0	0	0	clean
دروود ب شرف پاکت علی اقا	0	0	0	clean
چرا سهمیه بنزین واریز نمیشود	0	0	0	clean
چقدر عالی حق مطلب را ادا کردید	0	0	0	clean
چه عجب سازمان سن امید رو فهمید	0	0	0	clean
همیشه قوی هستی ✋🏿 شکستش خاهی داد	0	0	0	clean
یعنی میشه این فیت رو بشنویم؟ 😢 💔	0	0	0	clean
واژن تیرگی رفع با فوتوشاپ	0	1	1	spamobscene
راستش یاداوری خاطرات بود ولی جالب نبود	0	0	0	clean
الهی بگردم 😢 😢 کاش اینقدر اذیتش نکنند 😭	0	0	0	clean
قرص سقط جنین موجود داریم دایرکت پیام بدین	0	1	0	spam
صبح بخیر ایران	0	0	0	clean
چقد قشنگ 🙂 💔	0	0	0	clean
چه عجب چشم قشنگ	0	0	0	clean
بمیرم برای دل مادر	0	0	0	clean
مگه رل داشتی 😭 😭	0	0	0	clean
بمیرم برای دل بیقراش	0	0	0	clean
کردستان قلب تپنده ایران 💔	0	0	0	clean
سهمیه بنزین برای من واریز نشد	0	0	0	clean
فقط امید به زندگی منو کشته 😮	0	0	0	clean
خانمم برای دوستی ممجازی هست؟ هممه جوره ساپورت کن همم ممیممالیمم اگه نکردمم بلاک ممالی 👅	0	1	1	spamobscene
ای وای مادرم ای واای مادرم 😭 😭	0	0	0	clean
🧐 🧐 چرا محصول تخفیفی انقدر کمه	0	0	0	clean
گلشیفته عشقم این چ مدل نشستنبه 😮	0	0	0	clean
تکرارش کی پخش میشه؟من ندیدم 😭 😭	0	0	0	clean
صداش خیلی خوب نیست برای کتاب صوتی	0	0	0	clean
تعریف جدیدی از حجاب ارائه دادین 😐	0	0	0	clean
ی زحمت بکشین جایزه منو بفرستین ممنون میشم 😮 😮 😂 😂	0	1	0	spam
بیچاره امید نباید اینجورمیشد ☹️ ☹️ 😭	0	0	0	clean
ممنون که مطلب گذاشتید و بی تفاوت نبودی	0	0	0	clean
حاجی صبح بخیر	0	0	0	clean
صبح بخیر هموطن	0	0	0	clean
الهی دروت بگردم 😭 😭	0	0	0	clean
ولی این پدر بود عزیزم	0	0	0	clean
من بمیرم برای بغضت 😢	0	0	0	clean
بلوچستان مظلوم است 😭	0	0	0	clean
چرا پستشو پاک کرد؟ 😐	0	0	0	clean
 به قیمت حفظ جون خانوادش	0	0	0	clean
یاد قدیما و خاطرات خوشمون… 💔	0	0	0	clean
خدایش رایگان بوده؟مگه میشه؟ 😮	0	0	0	clean
😮 چرا نمیشه ب منظره نگاه کرد؟	0	0	0	clean
خاطره زنده شد ولی خیلی جالب نبود	0	0	0	clean
الهی بگردم 😢 😢 مادر است دیگر 😭	0	0	0	clean
طراحی دکور خوب نبود انرژی خودتونم کم بود	0	0	0	clean
بیچاره سیاوش که قربانی عشق ملوکانه شد 💔	0	0	0	clean
میتونی شکستش بدی مبارزه کن قهرمان تو میتونی	0	0	0	clean
کیا دیدن این فیلمو خوبه ماهم بریم ببینیم 😮	0	0	0	clean
سلام چرا اینقدر سرعت نت داغونه چیکارش کردین؟	0	0	0	clean
🥲 💔	0	0	0	clean
♥ 😢 😭	0	0	0	clean
💔 💔 🥲 🥲	0	0	0	clean
چ گریم سختی 😮 😮	0	0	0	clean
بمیرم برای مظلومیتت	0	0	0	clean
سهمیه بنزین هاپولی شد؟؟	0	0	0	clean
این سبیل دارنمک به حروم 😂 😂	1	0	0	hate
علی صبوری خوب نبود واقعا	0	0	0	clean
 جنسه	0	0	0	clean
سهمیه بنزین رو واریز کنین	0	0	0	clean
پیج رامبد جوان هک شده؟؟ 😐	0	0	0	clean
بودن مادرم را ارزوست 😭 😭	0	0	0	clean
خدا قوت عجب حرکتی زدی 😮 😮	0	0	0	clean
رو چه حسابی میگن صدای نقی معمولیه؟؟ 😐	0	0	0	clean
چرا صفحه دوم قابل دیدن نیست سانسور میشه	0	0	0	clean
اخ جیگرادم کباب میشه 😭 😭 🖤 🖤 💔 💔 🥀 🥀	0	0	0	clean
 اخبار فوری ایران بدون سانسور	0	1	0	spam
 اخبار فوری بدون سانسور ایران	0	1	0	spam
🙂 🙂 💔	0	0	0	clean
مرد مهین ابادی ✌ ✌	0	0	0	clean
دختران وطنم ایران 💔	0	0	0	clean
صبح بخیر جناب پرستویی	0	0	0	clean
غریب وطن بینوا وطن 💔	0	0	0	clean
چه عجب نوید گیان 😢 😢	0	0	0	clean
استنداپ کمدی سانسور داشت؟؟	0	0	0	clean
چرا سریال متوقف کردن 😭 😭	0	0	0	clean
داره کد میده 😮 ساده نباشید	0	0	0	clean
خوب نبود مخصوصا رضا شفیعی جم	0	0	0	clean
زندگی فقط با مادرم بود وبس 💔	0	0	0	clean
😢 😢 الاهی بمیرم برای دل شکستت	0	0	0	clean
دکور جالب نبود و تاریک و دلگیر بود	0	0	0	clean
دکورتون خوب نبود انرژی قبل رو هم نداشتید	0	0	0	clean
ابراروان به ابان سلام کن 🙃	0	1	0	spam
🙃 🙃 💔 💔	0	0	0	clean
کیان جان 😭	0	0	0	clean
نکته داره 🧐	0	0	0	clean
فقط متهم گریخت	0	0	0	clean
اینجابدون من 💔 🥲	0	0	0	clean
اغوش مادرش کجاست 💔	0	0	0	clean
صبح بخیر ✋ ️ شنبه شد	0	0	0	clean
😮 😮 چه گریم سنگینیی	0	0	0	clean
چرا پاک میکنی کامنتمو	0	0	0	clean
خیلی درد داره این غم 😭 ♥	0	0	0	clean
سایه شعر از سر ما رفت ♥ ♥	0	0	0	clean
چه عجب بالاخره گریم خوب دیدیم	0	0	0	clean
حسین ماهینی را تا دیر نشده ازاد کنین	0	0	0	clean
برای برگشت و دیدن شما عزیزای دل 🥲 💔	0	0	0	clean
سلطان طنازی اخلاق لیاقت خلاقیت رضا ععطاران	0	0	0	clean
بمیرم برای ارمیتا عباسی ✖️ ✖️ ✖️ ✖️ ✖️ ✖️ ✖️ ✖️ ✖️ ✖️	0	0	0	clean
هر که موافق کمسیون با این کرایه های کم باید پنج درصد باشه اعلام حضور کنه ممنون میشم	0	1	0	spam
نقی پیر شدی	0	0	0	clean
وطن غمگین من 💔	0	0	0	clean
دنیای من شمایید	0	0	0	clean
سلام چرا چتم پاک میشه 😭	0	0	0	clean
😢 😢 بمیرم برای دل کوچیکت	0	0	0	clean
ما دخترا حق زندگی داریم 💔	0	0	0	clean
الهی من قربون کله کچلت برم	0	0	0	clean
🌅 کاش همه مجرمین معلم بودند	0	0	0	clean
گریه؟نه بابا دارم میخندم 🌝 💔	0	0	0	clean
اصلا بهرام رادان مناسب نقشش نبود 😮	0	0	0	clean
اشکال‌نداره‌از‌گوگل‌پلی‌دانلود‌میکنم 😐	0	0	0	clean
این وضعیت درست نیست اقا 😂 زادروزتان مبارک	0	0	0	clean
گزینه ی لغو سفر ماموران انتظامیرو فعال کنید	0	0	0	clean
اللهم عجل لولیک الفرج بحق فاطمه الزهرا علیها السلام	0	0	0	clean
شوینده صورت لافارر پوست چرب تو سایت نیستش	0	1	0	spam
خنده 😮	0	0	0	clean
خسته نشدی	0	0	0	clean
نداست؟؟ 😐	0	0	0	clean
صبح بخیر ببر جان	0	0	0	clean
چرا خوش عکسی؟ 😐	0	0	0	clean
دلم کباب شد 😭 😭	0	0	0	clean
دیر بود ولی خوبه 💔	0	0	0	clean
نکشیمون رامبد خدا قوت	0	0	0	clean
صبح بخیر خوب خوابیدی؟؟	0	0	0	clean
بمیرم برادلت مادرم 😭 😭	0	0	0	clean
دلم داره میترکه الناز 💔	0	0	0	clean
صبح بخیر اقای فرهادی 😏 🙃	0	0	0	clean
سهمیه بنزین رو برام نریختن	0	0	0	clean
بابا دست خوش میلیون ویو 😮	0	0	0	clean
پریسا پور مشکی چی شد؟ 🥺 😭	0	0	0	clean
چرا قسمت جیران نیومده 😢 😭 😭	0	0	0	clean
الهی به ارزوت بحق عزیز فاطمه س برسی	0	0	0	clean
یاس ترک 😑 از شما انتظار میره به مولا	0	0	0	clean
